25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RA-ADG0059,National,ADG0059,QC,Dodge,Charger,1,CN-ADG0059,GroupFR0000059,FLL,Adellefort,323 Trudie Roads,Block 0000059,Layton,QC,11263,8/21/2025 0:00,GroupFR0000059,FLL,Adellefort,323 Trudie Roads,Block 0000059,Layton,QC,11263,9/12/2025 1:04,GroupFR0000059,FLL,Adellefort,323 Trudie Roads,Block 0000059,Layton,QC,11263,9/15/2025 1:04,TRUE,9/1/2025 1:04
RA-ADG0060,National,ADG0060,SK,Hyundai,Malibu,1,CN-ADG0060,GroupFR0000060,LAN,Kittyberg,918 Cornell Groves,Block 0000060,Dayton,SK,31216,8/21/2025 0:00,GroupFR0000060,LAN,Kittyberg,918 Cornell Groves,Block 0000060,Dayton,SK,31216,9/12/2025 1:04,GroupFR0000060,LAN,Kittyberg,918 Cornell Groves,Block 0000060,Dayton,SK,31216,9/15/2025 1:04,FALSE,
RA-ADG0061,Alamo,ADG0061,NT,Hyundai,Challenger,1,CN-ADG0061,GroupFR0000061,BOI,West Mabelle,6894 Ramiro Heights,Block 0000061,Victoria,NT,74785,8/21/2025 0:00,GroupFR0000061,BOI,West Mabelle,6894 Ramiro Heights,Block 0000061,Victoria,NT,74785,9/12/2025 1:04,GroupFR0000061,BOI,West Mabelle,6894 Ramiro Heights,Block 0000061,Victoria,NT,74785,9/15/2025 1:04,FALSE,
RA-ADG0062,Alamo,ADG0062,NU,Jeep,A8,1,CN-ADG0062,GroupFR0000062,MTJ,Omaha,0028 Renner Streets,Block 0000062,North Lonie,NU,13640,8/21/2025 0:00,GroupFR0000062,MTJ,Omaha,0028 Renner Streets,Block 0000062,North Lonie,NU,13640,9/12/2025 1:04,GroupFR0000062,MTJ,Omaha,0028 Renner Streets,Block 0000062,North Lonie,NU,13640,9/15/2025 1:04,FALSE,
RA-ADG0063,Alamo,ADG0063,YT,Honda,Impala,1,CN-ADG0063,GroupFR0000063,ORF,Minaside,30663 Tiara Extension,Block 0000063,Lake Forest,YT,22676,8/21/2025 0:00,GroupFR0000063,ORF,Minaside,30663 Tiara Extension,Block 0000063,Lake Forest,YT,22676,9/12/2025 1:04,GroupFR0000063,ORF,Minaside,30663 Tiara Extension,Block 0000063,Lake Forest,YT,22676,9/15/2025 1:04,FALSE,
RA-ADG0064,Enterprise,ADG0064,AL,BMW,LeBaron,1,CN-ADG0064,GroupFR0000064,MSY,New Emmetchester,81510 Hartmann Place,Block 0000064,Frisco,AL,36575,8/21/2025 0:00,GroupFR0000064,MSY,New Emmetchester,81510 Hartmann Place,Block 0000064,Frisco,AL,36575,9/12/2025 1:04,GroupFR0000064,MSY,New Emmetchester,81510 Hartmann Place,Block 0000064,Frisco,AL,36575,9/15/2025 1:04,FALSE,
RA-ADG0065,Alamo,ADG0065,AK,Jaguar,Focus,1,CN-ADG0065,GroupFR0000065,HPN,West Lonzo,9126 Kayden Junction,Block 0000065,East Tianna,AK,14800,8/21/2025 0:00,GroupFR0000065,HPN,West Lonzo,9126 Kayden Junction,Block 0000065,East Tianna,AK,14800,9/12/2025 1:04,GroupFR0000065,HPN,West Lonzo,9126 Kayden Junction,Block 0000065,East Tianna,AK,14800,9/15/2025 1:04,FALSE,
RA-ADG0066,Enterprise,ADG0066,AZ,Hyundai,2,1,CN-ADG0066,GroupFR0000066,BHM,Lawrenceland,4792 Schaden Mission,Block 0000066,Madison,AZ,67352,8/21/2025 0:00,GroupFR0000066,BHM,Lawrenceland,4792 Schaden Mission,Block 0000066,Madison,AZ,67352,9/12/2025 1:04,GroupFR0000066,BHM,Lawrenceland,4792 Schaden Mission,Block 0000066,Madison,AZ,67352,9/15/2025 1:04,FALSE,
RA-ADG0067,Alamo,ADG0067,AR,Audi,2,1,CN-ADG0067,GroupFR0000067,BIL,East Estevanmouth,242 Schinner Radial,Block 0000067,Dennisfort,AR,71962,8/21/2025 0:00,GroupFR0000067,BIL,East Estevanmouth,242 Schinner Radial,Block 0000067,Dennisfort,AR,71962,9/12/2025 1:04,GroupFR0000067,BIL,East Estevanmouth,242 Schinner Radial,Block 0000067,Dennisfort,AR,71962,9/15/2025 1:04,FALSE,
RA-ADG0068,Enterprise,ADG0068,CA,Volvo,Roadster,1,CN-ADG0068,GroupFR0000068,FNT,West River,9267 Cronin Wall,Block 0000068,Lake Jolie,CA,26628,8/21/2025 0:00,GroupFR0000068,FNT,West River,9267 Cronin Wall,Block 0000068,Lake Jolie,CA,26628,9/12/2025 1:04,GroupFR0000068,FNT,West River,9267 Cronin Wall,Block 0000068,Lake Jolie,CA,26628,9/15/2025 1:04,FALSE,
RA-ADG0069,National,ADG0069,CO,Cadillac,Model T,1,CN-ADG0069,GroupFR0000069,GRR,New Cathyville,6981 Stanton Forge,Block 0000069,Weimannshire,CO,80339,8/21/2025 0:00,GroupFR0000069,GRR,New Cathyville,6981 Stanton Forge,Block 0000069,Weimannshire,CO,80339,9/12/2025 1:04,GroupFR0000069,GRR,New Cathyville,6981 Stanton Forge,Block 0000069,Weimannshire,CO,80339,9/15/2025 1:04,FALSE,
RA-ADG0070,Enterprise,ADG0070,CT,Jaguar,Charger,1,CN-ADG0070,GroupFR0000070,SEA,East Maia,705 Kuhn Mills,Block 0000070,South Careyberg,CT,99509,8/21/2025 0:00,GroupFR0000070,SEA,East Maia,705 Kuhn Mills,Block 0000070,South Careyberg,CT,99509,9/12/2025 1:04,GroupFR0000070,SEA,East Maia,705 Kuhn Mills,Block 0000070,South Careyberg,CT,99509,9/15/2025 1:04,FALSE,
RA-ADG0071,Enterprise,ADG0071,DE,BMW,Ranchero,1,CN-ADG0071,GroupFR0000071,MOB,New Kip,6494 Myrl Gardens,Block 0000071,Port Wainochester,DE,22434,8/21/2025 0:00,GroupFR0000071,MOB,New Kip,6494 Myrl Gardens,Block 0000071,Port Wainochester,DE,22434,9/12/2025 1:04,GroupFR0000071,MOB,New Kip,6494 Myrl Gardens,Block 0000071,Port Wainochester,DE,22434,9/15/2025 1:04,FALSE,
RA-ADG0072,Alamo,ADG0072,FL,Bentley,XTS,1,CN-ADG0072,GroupFR0000072,SPI,Sengerland,13916 Cali Lights,Block 0000072,Wuckertport,FL,10960,8/21/2025 0:00,GroupFR0000072,SPI,Sengerland,13916 Cali Lights,Block 0000072,Wuckertport,FL,10960,9/12/2025 1:04,GroupFR0000072,SPI,Sengerland,13916 Cali Lights,Block 0000072,Wuckertport,FL,10960,9/15/2025 1:04,FALSE,
RA-ADG0073,Enterprise,ADG0073,GA,Smart,Expedition,1,CN-ADG0073,GroupFR0000073,SMF,South Vinnie,118 Maud Branch,Block 0000073,Caraville,GA,88745,8/21/2025 0:00,GroupFR0000073,SMF,South Vinnie,118 Maud Branch,Block 0000073,Caraville,GA,88745,9/12/2025 1:04,GroupFR0000073,SMF,South Vinnie,118 Maud Branch,Block 0000073,Caraville,GA,88745,9/15/2025 1:04,FALSE,
,,ADG0074,H$,Cadillac,Countach,1,CN-ADG0074,GroupFR0000074,SCK,Bogisichmouth,91668 Laurine Throughway,Block 0000074,Lafayette,HI,1940,,GroupFR0000074,SCK,Bogisichmouth,91668 Laurine Throughway,Block 0000074,Lafayette,HI,1940,,GroupFR0000074,SCK,Bogisichmouth,91668 Laurine Throughway,Block 0000074,Lafayette,HI,1940,,TRUE,
RA-ADG0075,Enterprise,ADG75,ID,Dodge,Mercielago,1,CN-ADG0075,GroupFR0000075,GRR,Alizeberg,72574 King Extensions,Block 0000075,Deonhaven,ID,70074,8/21/2025 0:00,GroupFR0000075,GRR,Alizeberg,72574 King Extensions,Block 0000075,Deonhaven,ID,70074,9/12/2025 1:04,GroupFR0000075,GRR,Alizeberg,72574 King Extensions,Block 0000075,Deonhaven,ID,70074,9/15/2025 1:04,FALSE,
RA-ADG0076,Enterprise,ADG0076,IL,Land Rover,Wrangler,1,CN-ADG0076,GroupFR0000076,EUG,Perris,94217 Martina Way,Block 0000076,Khalidstad,IL,4445,8/21/2025 0:00,GroupFR0000076,EUG,Perris,94217 Martina Way,Block 0000076,Khalidstad,IL,4445,9/12/2025 1:04,GroupFR0000076,EUG,Perris,94217 Martina Way,Block 0000076,Khalidstad,IL,4445,,FALSE,
RA-ADG0077,National,ADG0077,IN,Maserati,Challenger,1,CN-ADG0077,GroupFR0000077,SPI,South Martinefort,328 Bayer River,Block 0000077,Lake Kamilleborough,IN,50149,8/21/2025 0:00,GroupFR0000077,SPI,South Martinefort,328 Bayer River,Block 0000077,Lake Kamilleborough,IN,50149,9/12/2025 1:04,GroupFR0000077,SPI,South Martinefort,328 Bayer River,Block 0000077,Lake Kamilleborough,IN,50149,9/15/2025 1:04,TRUE,
RA-ADG0078,National,ADG0078,IA,Cadillac,Prius,1,CN-ADG0078,GroupFR0000078,BFI,Daly City,559 Kenny Knolls,Block 0000078,Crooksshire,IA,92374,8/21/2025 0:00,GroupFR0000078,BFI,Daly City,559 Kenny Knolls,Block 0000078,Crooksshire,IA,92374,,GroupFR0000078,BFI,Daly City,559 Kenny Knolls,Block 0000078,Crooksshire,IA,92374,9/15/2025 1:04,FALSE,
RA-ADG0079,Alamo,ADG0079,KS,BMW,PT Cruiser,1,CN-ADG0079,GroupFR0000079,CRP,Jailynside,6992 Keeley Brooks,Block 0000079,East Isabellmouth,KS,77099,,GroupFR0000079,CRP,Jailynside,6992 Keeley Brooks,Block 0000079,East Isabellmouth,KS,77099,9/12/2025 1:04,GroupFR0000079,CRP,Jailynside,6992 Keeley Brooks,Block 0000079,East Isabellmouth,KS,77099,9/15/2025 1:04,FALSE,
,Enterprise,ADG0080,KY,Honda,Jetta,1,CN-ADG0080,GroupFR0000080,GEG,West Destineemouth,872 Blick Land,Block 0000080,Cambridge,KY,60840,8/21/2025 0:00,GroupFR0000080,GEG,West Destineemouth,872 Blick Land,Block 0000080,Cambridge,KY,60840,9/12/2025 1:04,GroupFR0000080,GEG,West Destineemouth,872 Blick Land,Block 0000080,Cambridge,KY,60840,9/15/2025 1:04,FALSE,
RA-ADG0081,,ADG0081,LA,Honda,Focus,1,CN-ADG0081,GroupFR0000081,DCA,Waterstown,95557 Cartwright Courts,Block 0000081,Lake Favianmouth,LA,21483,8/21/2025 0:00,GroupFR0000081,DCA,Waterstown,95557 Cartwright Courts,Block 0000081,Lake Favianmouth,LA,21483,9/12/2025 1:04,GroupFR0000081,DCA,Waterstown,95557 Cartwright Courts,Block 0000081,Lake Favianmouth,LA,21483,9/15/2025 1:04,FALSE,
RA-ADG0082,National,ADG0082,,Bentley,Spyder,1,CN-ADG0082,GroupFR0000082,RDM,Tallahassee,79060 Toy Throughway,Block 0000082,South Coltonborough,ME,57487,8/21/2025 0:00,GroupFR0000082,RDM,Tallahassee,79060 Toy Throughway,Block 0000082,South Coltonborough,ME,57487,9/12/2025 1:04,GroupFR0000082,RDM,Tallahassee,79060 Toy Throughway,Block 0000082,South Coltonborough,ME,57487,9/15/2025 1:04,FALSE,
RA-ADG0083,Alamo,,MD,Mini,Expedition,1,CN-ADG0083,GroupFR0000083,TPA,South Marcel,7046 Nikolaus Underpass,Block 0000083,Bergestad,MD,56932,8/21/2025 0:00,GroupFR0000083,TPA,South Marcel,7046 Nikolaus Underpass,Block 0000083,Bergestad,MD,56932,9/12/2025 1:04,GroupFR0000083,TPA,South Marcel,7046 Nikolaus Underpass,Block 0000083,Bergestad,MD,56932,9/15/2025 1:04,FALSE,
