102
National,ODY-AFS0001,AFS0001,AL,2025,Bentley,Ranchero,plum,E9DVB57NTKU370091,GroupFR00001,JAC,New Gerry,2803 11th Street,Block 000001,Lake Garlandfort,WA,39567,(826) 934-0057,ERAC-AFS0001,
Alamo,ODY-AFS0002,AFS0002,AK,2026,Mini,Sentra,red,5MKG7B54D9YZ58806,GroupFR00002,BZN,Boynton Beach,64106 Trantow Haven,Block 000002,North Maxwellfurt,UT,34958,(769) 519-5800,ERAC-AFS0002,
Enterprise,ODY-AFS0003,AFS0003,AZ,2024,Vauxhall,XTS,orchid,2S5JYWWX1EYK82774,GroupFR00003,SCK,New Gennaroborough,5009 Maya Fords,Block 000003,Sharonland,ND,39779,(889) 851-3928,ERAC-AFS0003,
Alamo,ODY-AFS0004,AFS0004,AR,2026,Polestar,Taurus,azure,5V2ZX102E3KS96001,GroupFR00004,OAK,San Antonio,3423 Derby Road,Block 000004,New Karlifield,ME,36245,(544) 846-9124,ERAC-AFS0004,
National,ODY-AFS0005,AFS0005,CA,2023,Bugatti,Durango,teal,PJMY9416Z6V655942,GroupFR00005,GTF,Magdalenchester,4318 Halvorson Hollow,Block 000005,Lubbock,MA,35214,(781) 974-7045,ERAC-AFS0005,
Alamo,ODY-AFS0006,AFS0006,CO,2023,Skoda,2,red,MHP2LK146BJ351630,GroupFR00006,XNA,Port Aaliyahview,6933 Bartell Roads,Block 000006,Edina,WV,30955,(359) 289-7269,ERAC-AFS0006,
Enterprise,ODY-AFS0007,AFS0007,CT,2025,Fiat,Grand Caravan,blue,GC1SKW8BMBUP06061,GroupFR00007,ICT,Jaskolskiville,502 Kunde Tunnel,Block 000007,Klingshire,IL,30094,(646) 854-8078,ERAC-AFS0007,
Alamo,ODY-AFS0008,AFS0008,DE,2026,Lamborghini,CTS,violet,1NYFGECXE0R080776,GroupFR00008,PWM,Lake Hermann,8321 Sage Key,Block 000008,Shayneton,MO,36777,(531) 907-9493,ERAC-AFS0008,
National,ODY-AFS0009,AFS0009,FL,2025,Renault,El Camino,turquoise,WKGXKY8WPJRB84515,GroupFR00009,HDN,Clarksville,726 Wilbert Rapid,Block 000009,New Kailee,SC,37652,(589) 921-4919,ERAC-AFS0009,
National,ODY-AFS0010,AFS0010,GA,2023,Rivian,XTS,maroon,J2J9VFMHE3M758571,GroupFR00010,GFK,Dickensboro,65509 School Lane,Block 000010,Lake Eusebio,DE,37572,(532) 359-3599,ERAC-AFS0010,
